name,state,city
University of Minnesota - Crookston,MN,Crookston
Minneapolis Business College,MN,Roseville
Minneapolis College of Art and Design,MN,Minneapolis
Minneapolis Community and Technical College,MN,Minneapolis
Minneapolis School of Anesthesia,MN,St. Louis Park
Minnesota School of Cosmetology,MN,Woodbury
Crossroads College,MN,Rochester
University of Minnesota - Morris,MN,Morris
Minnesota School of Business,MN,Richfield
Model College of Hair Design,MN,Saint Cloud
Minnesota State University - Moorhead,MN,Moorhead
North Hennepin Community College,MN,Brooklyn Park
Normandale Community College,MN,Bloomington
North Central University,MN,Minneapolis
North Memorial Medical Center,MN,Robbinsdale
Northland Community and Technical College,MN,Thief River Falls
Northwestern Health Sciences University,MN,Bloomington
Oak Hills Christian College,MN,Bemidji
Pillsbury Baptist Bible College,MN,Owatonna
Pine Technical College,MN,Pine City
Rainy River Community College,MN,International Falls
Rice Memorial Hospital,MN,Willmar
Ing'enue Beauty School,MN,Moorhead
Rochester Community and Technical College,MN,Rochester
College of Saint Benedict,MN,Saint Joseph
Saint Cloud Technical College,MN,Saint Cloud
Saint Cloud State University,MN,Saint Cloud
Saint Johns University,MN,Collegeville
Saint Mary's University of Minnesota,MN,Winona
St. Olaf College,MN,Northfield
Crown College,MN,Saint Bonifacius
College of Saint Scholastica,MN,Duluth
University of St. Thomas,MN,Saint Paul
College of Visual Arts,MN,St. Paul
Empire Beauty School - Bloomington,MN,Bloomington
St. Catherine University,MN,St. Paul
Saint Paul College - A Community and Technical College,MN,Saint Paul
Southwest Minnesota State University,MN,Marshall
Summit Academy Opportunities Industrialization Center,MN,Minneapolis
United Theological Seminary of the Twin Cities,MN,New Brighton
Scot Lewis Schools,MN,Plymouth
Vermilion Community College,MN,Ely
Minneapolis Veterans Affairs Medical Center,MN,Minneapolis
Dunwoody College of Technology,MN,Minneapolis
Ridgewater College,MN,Willmar
Minnesota State College-Southeast Technical,MN,Winona
Winona State University,MN,Winona
William Mitchell College of Law,MN,Saint Paul
Century Community and Technical College,MN,White Bear Lake
National Technological University,MN,Minneapolis
East Metro Opportunities Industrialization Center,MN,Saint Paul
McNally Smith College of Music,MN,Saint Paul
Adler Graduate School,MN,Richfield
Fond du Lac Tribal and Community College,MN,Cloquet
Capella University,MN,Minneapolis
Montessori Training Center of Minnesota,MN,St. Paul
Leech Lake Tribal College,MN,Cass Lake
White Earth Tribal and Community College,MN,Mahnomen
Minneapolis School of Massage and Bodywork,MN,Minneapolis
"PCI Academy, Inc. - New Hope",MN,New Hope
Everest Institute - Eagan,MN,Eagan
Empire Beauty School - St. Paul,MN,Saint Paul
American Academy of Acupuncture and Oriental Medicine,MN,Roseville
Sister Rosalind Gefre Schools and Clinics of Massage,MN,West St. Paul
The Academy of Hair Design #7,MN,Carthage
"University of Minnesota Medical Center, Fairview",MN,Edina
St. Cloud Hospital,MN,St. Cloud
College of Acupuncture and Oriental Medicine at Northwestern Health Sciences University,MN,Bloomington
Central Baptist Theological Seminary of Minneapolis,MN,Plymouth
Saint Mary's Hospital Dietetic Internship,MN,Rochester
Minnesota Eye Consultants Residency in Corneal and Refractive Eye Care Optometry,MN,Minneapolis
Children's Hospitals and Clinics of Minnesota Psychology Internship,MN,Minneapolis
"Federal Medical Center, Rochester Psychology Internship",MN,Rochester
Hamm Clinic Psychology Internship,MN,St. Paul
Hazelden Mental Health Centers Psychology Internship,MN,Center City
Hennepin County Medical Center Psychology Internship,MN,Minneapolis
"Human Services, Inc. Psychology Internship",MN,Oakdale
University of Minnesota Medical School Psychology Internship,MN,Minneapolis
Norman & Associates Dale Carnegie Training,MN,Edina
Global Language Institute at College of St. Scholastica,MN,St. Paul
Allina CPE Center,MN,Minneapolis
City of Lakes Consortium,MN,Minneapolis
Good Samaritan Society,MN,Minneapolis
HealthEast Care System,MN,Saint Paul
VA Midwest Health Care Network (VISN 23),MN,Saint Cloud
Hazelden Graduate School of Addiction Studies,MN,Center City
Spiritual Life Bible College,MN,Brooklyn Center
Hennepin County Medical Center Dental General Practice Residency 12 Months,MN,Minneapolis
Rasmussen College,MN,Lake Elmo
Schwan's University,MN,Marshall
Lutheran Brethren Seminary,MN,Fergus Falls
Center Point Massage and Shiatsu Therapy School & Clinic,MN,Minneapolis
Institute of Production and Recording,MN,Minneapolis
Fairview Southdale Hospital,MN,Edina
Rochester School of Hair Design,MN,Rochester
Minneapolis Media Institute,MN,Edina
Park Avenue School of Cosmetology,MN,Park Rapids
Greater Minneapolis Council of Churches - CPE in Community Justice Ministries,MN,Minneapolis
University of Minnesota - Duluth,MN,Duluth
Project for Pride in Living Train to Work Program,MN,Minneapolis
Minnesota Resource Center,MN,Minneapolis
Hastings Beauty School,MN,Hastings
Concordia College Dietetic Internship,MN,Moorhead
Minneapolis Veterans Affairs Medical Center Dietetic Internship,MN,Minneapolis
University of Minnesota Dietetic Internship,MN,Saint Paul
"University of Minnesota Medical Center, Fairview Dietetic Internship",MN,Minneapolis
Minneapolis VA Health Care System Psychology Internship,MN,Minneapolis
Minneapolis VA Health Care System Residency in Clinical Psychology,MN,Minneapolis
University of Minnesota Psychology Internship,MN,Minneapolis
University of St. Thomas Psychology Internship,MN,St. Paul
Mayo Clinic Medical Psychology Fellowship Program Residency in Clinical Child Psychology,MN,Rochester
Mayo Clinic Medical Psychology Fellowship Program Residency in Clinical Health Psychology,MN,Rochester
Mayo Clinic Medical Psychology Fellowship Program Residency in Clinical Neuropsychology,MN,Rochester
Cosmetology Training Center - Mankato,MN,Mankato
University of Minnesota School of Dentistry Predoctoral Internship,MN,Minneapolis
Veterans Affairs Medical Center/Minneapolis Dental General Practice Residency 12 Months,MN,Minneapolis
"University of Minnesota Medical Center, Research and GME, Dental General Practice Residency 12 Months",MN,Minneapolis
Nova Academy of Cosmetology,MN,Rochester
Abbott Academy of Cosmetology Arts and Sciences,MO,Saint Peters
Anthem College - Maryland Heights,MO,Maryland Heights
Aquinas Institute of Theology,MO,St. Louis
Assemblies of God Theological Seminary,MO,Springfield
Avila University,MO,Kansas City
Baptist Bible College,MO,Springfield
House of Heavilin Beauty College - Blue Springs,MO,Blue Springs
Boonslick Technical Education Center,MO,Boonville
Cox College,MO,Springfield
Calvary Bible College and Theological Seminary,MO,Kansas City
Cape Girardeau Career and Technology Center,MO,Cape Girardeau
Central Christian College of the Bible,MO,Moberly
Central Bible College,MO,Springfield
University of Central Missouri,MO,Warrensburg
Grand River Technical School,MO,Chillicothe
Chillicothe Beauty Academy Inc,MO,Chillicothe
Columbia Area Career Center,MO,Columbia
Columbia Beauty Academy,MO,Columbia
Conception Seminary College,MO,Conception
Concordia Seminary,MO,St. Louis
Cottey College,MO,Nevada
Covenant Theological Seminary,MO,St. Louis
Crowder College,MO,Neosho
Culver-Stockton College,MO,Canton
Chamberlain College of Nursing,MO,Saint Louis
Drury University,MO,Springfield
East Central College,MO,Union
Eden Theological Seminary,MO,St. Louis
Elaine Steven Beauty College,MO,Saint Louis
Evangel University,MO,Springfield
Fontbonne University,MO,St. Louis
Forest Institute of Professional Psychology,MO,Springfield
Four Rivers Career Center,MO,Washington
Ozarks Technical Community College,MO,Springfield
Hannibal-LaGrange College,MO,Hannibal
Harris-Stowe State University,MO,St. Louis
Hickey College,MO,Saint Louis
House of Heavilin Beauty College - Kansas City,MO,Kansas City
Independence College of Cosmetology,MO,Independence
Jefferson College,MO,Hillsboro
Cosmetology Concepts Institute,MO,Columbia
Goldfarb School of Nursing at Barnes-Jewish College,MO,St. Louis
Kansas City Art Institute,MO,Kansas City
Kennett Career and Technology Center,MO,Kennett
Kenrick-Glennon Seminary,MO,St. Louis
A. T. Still University of Health Sciences,MO,Kirksville
Lake Career and Technical Center,MO,Camdenton
Lex La-Ray Technical Center,MO,Lexington
Lindenwood University,MO,St. Charles
Linn State Technical College,MO,Linn
Logan University,MO,Chesterfield
Farmington Missouri Hospital Company,MO,Farmington
Martinez School of Cosmetology,MO,Excelsior Springs
Maryville University of Saint Louis,MO,Saint Louis
Merrell University of Beauty Arts and Science,MO,Jefferson City
Metro Business College of Cape Girardeau,MO,Cape Girardeau
Metropolitan Community College - Kansas City,MO,Kansas City
Midwest Institute - Fenton,MO,Fenton
Midwestern Baptist Theological Seminary,MO,Kansas City
Mineral Area College,MO,Park Hills
Missouri Baptist University,MO,Saint Louis
National Academy of Beauty Arts,MO,Farmington
Missouri School of Barbering and Hairstyling-St Louis,MO,Florissant
Class Act I School of Cosmetology,MO,Joplin
Missouri Southern State University,MO,Joplin
Missouri Tech,MO,St. Charles
Missouri Valley College,MO,Marshall
Missouri Western State University,MO,Saint Joseph
University of Missouri - Columbia,MO,Columbia
University of Missouri - Kansas City,MO,Kansas City
Missouri University of Science and Technology,MO,Rolla
University of Missouri - St Louis,MO,Saint Louis
Moberly Area Community College,MO,Moberly
Hillyard Technical Center,MO,Saint Joseph
Nazarene Theological Seminary,MO,Kansas City
Neosho Beauty College,MO,Neosho
Nichols Career Center,MO,Jefferson City
Northwest Technical School,MO,Maryville
Truman State University,MO,Kirksville
Northwest Missouri State University,MO,Maryville
Ozark Christian College,MO,Joplin
College of the Ozarks,MO,Point Lookout
Park University,MO,Parkville
Stevens Institute of Business & Arts,MO,Saint Louis
Poplar Bluff Technical Career Center,MO,Poplar Bluff
Ranken Technical College,MO,Saint Louis
Research College of Nursing,MO,Kansas City
Research Medical Center School of Nuclear Medical Technology,MO,Kansas City
Research Medical Center School of Radiologic Technology,MO,Kansas City
Rockhurst University,MO,Kansas City
Rolla Technical Institute,MO,Rolla
Everest College - Springfield,MO,Springfield
Saint Louis University-Main Campus,MO,Saint Louis
Salem College of Hairstyling,MO,Rolla
American College of Hair Design Inc,MO,Sedalia
Sikeston Career and Technology Center,MO,Sikeston
Saint Louis Christian College,MO,Florissant
St Louis College of Pharmacy,MO,Saint Louis
Saint Louis Community College,MO,St Louis
Saint Paul School of Theology,MO,Kansas City
Southwest Baptist University,MO,Bolivar
Missouri State University-West Plains,MO,West Plains
St John's Regional Health Center,MO,Springfield
Saint Luke's College of Health Sciences,MO,Kansas City
St. Louis College of Health Careers - Metro,MO,Saint Louis
State Fair Community College,MO,Sedalia
Stephens College,MO,Columbia
Southeast Missouri State University,MO,Cape Girardeau
Missouri State University,MO,Springfield
North Central Missouri College,MO,Trenton
Eldon Career Center,MO,Eldon
Truman Medical Center School for Nurse Anesthesia,MO,Kansas City
Kansas City University of Medicine and Biosciences,MO,Kansas City
Washington University in St Louis,MO,Saint Louis
Webster University,MO,Saint Louis
Wentworth Military Academy and Junior College,MO,Lexington
Westminster College,MO,Fulton
William Jewell College,MO,Liberty
William Woods University,MO,Fulton
Vatterott College - Berkeley,MO,Berkeley
Clinton Technical School,MO,Clinton
Pike-Lincoln Technical Center,MO,Eolia
St Charles Community College,MO,Cottleville
Grabber School of Hair Design,MO,Ballwin
Paris II Educational Center,MO,Gladstone
Waynesville Technical Academy,MO,Waynesville
Hannibal Career and Technical Center,MO,Hannibal
Bryan University - Springfield,MO,Springfield
Lebanon Technology and Career Center,MO,Lebanon
St. Luke's Health System of Kansas City,MO,Kansas City
Vatterott College - Springfield,MO,Springfield
Vatterott College - Joplin,MO,Joplin
Vatterott College - Kansas City,MO,Kansas City
Franklin Technology-MSSU,MO,Joplin
Kirksville Area Technical Center,MO,Kirksville
South Central Career Center,MO,West Plains
Saline County Career Center,MO,Marshall
Central College of Cosmetology,MO,Saint Robert
Southeast Missouri Hospital College of Nursing,MO,Cape Girardeau
Messenger College,MO,Joplin
St. Louis Hair Academy,MO,Saint Louis
New Dimensions School of Hair Design,MO,Joplin
House of Heavilin Beauty College - Raymore,MO,Raymore
Cox Health Systems - School of Radiologic Technology,MO,Springfield
Lester E. Cox Medical Center - School of Medical Technology,MO,Springfield
Vatterott College - Saint Joseph,MO,Saint Joseph
Vatterott College - Sunset Hills,MO,Sunset Hills
Missouri College of Cosmetology North,MO,Springfield
Midwest University,MO,Wentzville
Kansas City College,MO,Kansas City
Texas County Technical College,MO,Houston
Aviation Institute of Maintenance - Kansas City,MO,Kansas City
Grantham University,MO,Kansas City
University of Cosmetology - Sullivan,MO,Sullivan
St Charles School of Massage Therapy,MO,Saint Charles
Central Methodist University,MO,Fayette
Vatterott College - St. Charles Campus,MO,St. Charles
"Academy of Hair Design, Inc.",MO,Springfield
Professional Massage Training Center,MO,Springfield
Success Healthcare/St. Alexius Hospital,MO,St. Louis
Missouri Montessori Teacher Education Program (AMS),MO,Chesterfield
"Barnes-Jewish Hospital, Washington University Med Center",MO,St. Louis
St. John's Mercy Medical Center,MO,St. Louis
"National Geospatial Intelligence College, St. Louis",MO,St. Louis
City Vision College,MO,Kansas City
Global University,MO,Springfield
American College of Technology,MO,Saint Joseph
Broadcast Center,MO,St. Louis
MTTI-WellSpring Center for Natural Health and Wellness - Kansas City,MO,Kansas City
L'Ecole Culinare,MO,St. Louis
Branson Technical College,MO,Branson
Rolla Technical Center,MO,Rolla
Career Alternatives Learning Center,MO,Bridgeton
Moberly Area Technical Center,MO,Moberly
Warrensburg  Area Voc-Technical School,MO,Warrensburg
Gibson Technical Center,MO,Reeds Spring
Herndon Career Center,MO,Raytown
Pemiscot County Career & Technology Center,MO,Hayti
Special School District St. Louis County,MO,Town and Country
Divas Unlimited Academy,MO,St. Louis
Merrell University of Beauty Arts & Sciences,MO,Moberly
ECLIPS School of Cosmetology and Barbering,MO,Cape Girardeau
